ssuid|pnum|spanel|finyr4
03886068946718|101|2018|9680.02009
03886068946718|102|2018|10139.731416
03886068969918|101|2018|27398.325808
03886068969918|102|2018|20731.344811
03886068969918|103|2018|34239.612815
03886068969918|104|2018|36519.986782
03886068969918|105|2018|27846.983191
03886068969918|106|2018|26019.764362
03886068969918|107|2018|29598.184764
03886068969918|108|2018|26211.155809
03886068969918|109|2018|67532.84695
03886068969918|110|2018|67532.84695
03886068969918|111|2018|15227.682445
03886068975318|101|2018|9653.0730767
03886068975318|102|2018|10140.439777
03886068999418|101|2018|14622.320681
03886068999418|102|2018|12524.385967
03886068999418|104|2018|29561.424787
03886072304918|101|2018|18773.053971
03886072304918|102|2018|20274.172738
03886072336018|101|2018|10724.489417
03886072353918|101|2018|12399.445566
03886072395018|101|2018|6530.9858135
03886072605318|101|2018|9051.1769242
03886072610818|101|2018|4213.7989502
03886072628018|101|2018|7822.0443152
03886072685118|101|2018|4275.3008871
03886072685118|102|2018|5422.904154
03886072685118|103|2018|7300.6026979
03886072685118|104|2018|9903.1638026
03886072685118|105|2018|12995.598411
03886075606118|101|2018|10130.367418
03886075606118|102|2018|24811.939471
03886075655218|101|2018|6725.5916502
03886075655218|102|2018|14265.140726
03886075667118|101|2018|15234.184357
03886075667118|102|2018|6724.9656977
03886075667118|103|2018|15775.442714
03886075667118|104|2018|9925.7391687
03886077108118|101|2018|29496.846654
03886077108118|102|2018|20763.906601
03886077118018|101|2018|22061.572897
03886077118018|102|2018|15583.697754
03886077118018|103|2018|26329.380499
03886077159118|101|2018|20814.926519
03886077159118|102|2018|36382.963072
03886077167618|101|2018|7711.8995696
03886077177718|101|2018|16567.617704
03886077177718|102|2018|15340.935749
03886077181418|101|2018|25154.148038
03886077181418|102|2018|28820.689119
03886077185718|101|2018|16819.83921
03886078331818|101|2018|10582.026139
03886078331818|102|2018|8664.4799453
03886078375118|101|2018|8789.7992359
03886078377018|101|2018|6711.5664809
03886078377018|102|2018|9170.2938851
03886081000318|101|2018|6030.7352004
03886081000318|102|2018|8288.8121963
03886081000318|103|2018|11758.817783
03886081000318|104|2018|9648.362017
03886081000318|105|2018|9480.5111017
03886081000318|106|2018|10033.88391
03886081003318|101|2018|5960.6688539
03886081003318|102|2018|5359.2511487
03886081005318|101|2018|7061.8899844
03886081005318|102|2018|6073.4996258
03886081016218|101|2018|6727.9739356
03886081043118|101|2018|9585.9703923
03886081046718|101|2018|6062.1396686
03886081046718|102|2018|5007.2918348
03886081053618|101|2018|5634.1446519
03886081062218|101|2018|10616.387763
03886081062218|102|2018|14994.885203
03886081062218|103|2018|14994.885203
03886081062218|104|2018|7896.482074
03886081077318|101|2018|17763.875434
03886081077318|102|2018|24174.513374
03886081077318|103|2018|29094.511103
03886081077318|104|2018|29545.801974
03886081077318|105|2018|37167.737817
03886081084418|101|2018|7297.2250005
03886081085118|101|2018|11505.919951
03886081085118|103|2018|11923.421923
03886081093218|101|2018|11133.695131
03886081093218|102|2018|10363.705222
03886081446618|101|2018|20535.813235
03886081461318|101|2018|6008.6237513
03886081468918|101|2018|11970.839006
03886081468918|102|2018|12714.166888
03886081468918|103|2018|7524.9292077
03886081468918|104|2018|10194.902439
03886081497118|101|2018|19563.713962
03886081601018|101|2018|18907.007715
03886081608618|101|2018|15230.058757
03886081608618|102|2018|35668.07656
03886081610518|101|2018|9462.6220816
03886081629118|101|2018|16197.502675
03886081629118|102|2018|12046.274585
03886081667118|101|2018|14821.353396
03886081667118|102|2018|10018.584294
03886081667118|103|2018|15852.030965
03886081667118|104|2018|16485.434331
03886081683018|101|2018|19854.626337
03886081685218|101|2018|11326.164179
03886081685218|102|2018|10226.802304
03886081685218|103|2018|16585.255778
03886081685218|104|2018|16623.971867
03886082407018|101|2018|8389.0127067
03886082407018|102|2018|9012.2893236
03886082408718|101|2018|40410.671913
03886082408718|102|2018|31805.805978
03886082408718|103|2018|48992.202244
03886084761318|101|2018|6597.7238926
03886084761318|102|2018|10619.453502
03886084768918|101|2018|4711.5104012
03886084775918|101|2018|21535.502028
03886084805318|101|2018|7674.5037357
03886084805318|102|2018|6192.3103729
03886084851618|101|2018|13136.88046
03886084851618|102|2018|10141.416676
03886084859118|101|2018|24528.472342
03886084859118|102|2018|17326.248729
03886084861318|101|2018|18969.102267
03886084861318|102|2018|23564.363673
03886084861318|103|2018|39851.575589
03886084861318|104|2018|21232.950208
03886084862118|101|2018|44858.05637
03886084897118|101|2018|22037.193827
03886084897118|102|2018|16135.476288
03886084905318|102|2018|16008.066587
03886084905318|103|2018|26477.311026
03886084906718|101|2018|13828.500293
03886084918018|101|2018|14081.877257
03886084918018|102|2018|19104.474103
03886084919318|101|2018|11184.424518
03886084919318|102|2018|16122.761574
03886084919718|101|2018|8371.9417362
03886084919718|102|2018|10733.654105
03886084922918|101|2018|35681.97529
03886084922918|102|2018|47964.265017
03886084928018|101|2018|9222.5932712
03886084928018|102|2018|17211.217863
03886084928018|103|2018|15867.013743
03886084934318|101|2018|9635.2794607
03886084934318|102|2018|10143.549502
03886084944718|101|2018|19136.337369
03886084944718|102|2018|18456.151399
03886084944718|103|2018|27232.790088
03886084944718|104|2018|22345.087946
03886084953618|101|2018|4938.8102908
03886084968918|101|2018|10663.985943
03886084968918|102|2018|10663.985943
03886084977718|101|2018|19258.910791
03886084977718|102|2018|24867.157861
03886084977718|103|2018|86978.663435
03886084994418|101|2018|11354.238915
03886084994418|102|2018|8520.6867627
03886084994418|103|2018|16539.727558
03886084994418|104|2018|13041.583159
03886084994418|105|2018|18646.861742
03886084994418|106|2018|14593.419896
03886086070518|101|2018|22313.013589
03886086089918|101|2018|6456.6274238
03886086089918|102|2018|7845.29803
03886086099918|101|2018|4964.7943376
03886086099918|102|2018|7231.7469595
03886086099918|103|2018|19509.683415
03886086138318|102|2018|8038.9883018
03886086168818|101|2018|5903.5748929
03886086168818|102|2018|5903.5748929
03886086168818|103|2018|5903.5748929
03886086176218|101|2018|10659.150156
03886089286218|101|2018|62187.413096
03886092599518|101|2018|161306.90684
03886092923318|101|2018|10661.806784
03886092923318|102|2018|30285.657161
03886092923318|103|2018|20033.892439
03886092936018|101|2018|10487.370895
03886093229418|101|2018|6108.8151996
03886093229418|102|2018|6993.8967967
03886093283118|101|2018|10187.584051
03886093283118|102|2018|6108.8151996
03886093292518|101|2018|11514.241234
03886093292518|102|2018|6236.8124083
03886094502018|101|2018|16273.970786
03886094502018|102|2018|17189.381626
03886094509818|101|2018|12799.875607
03886094509818|102|2018|19413.570416
03886094521018|101|2018|26872.316832
03886094552218|101|2018|16076.766005
03886096712018|102|2018|140813.50665
03886096714918|101|2018|7857.3187518
03886096731118|101|2018|33467.162899
03886096731118|102|2018|40306.006023
03886096739418|101|2018|36328.111342
03886096763018|101|2018|8750.6097769
03886098276218|101|2018|9359.4833961
03886098808618|101|2018|9598.2155961
03886098817418|101|2018|11240.410676
03886098817418|102|2018|12868.988446
03886098820718|101|2018|11302.034816
03886098820718|102|2018|11985.469279
03886098831618|101|2018|8627.6432251
03886098863018|101|2018|6993.8967967
03886098863018|102|2018|6108.8151996
03886098883118|101|2018|13006.40371
03886098885218|101|2018|13019.328432
03886099524018|101|2018|12864.953453
03886099524018|102|2018|17507.665512
03886099528018|101|2018|39239.308228
03886099528018|102|2018|59238.189865
03886099528018|103|2018|47045.500451
03886099528018|104|2018|47045.500451
03886099545118|101|2018|3553.2933675
03886099547318|101|2018|18668.286819
03886099547318|102|2018|17638.507332
03886099552218|101|2018|21469.429453
03886099552218|102|2018|15165.423658
03886099552218|103|2018|28711.213386
03886099552218|104|2018|28711.213386
03886099553818|101|2018|83299.28666
03886099553818|102|2018|69755.419311
03886099559618|101|2018|16496.047028
03886099559618|102|2018|15189.881114
03886099572918|104|2018|40800.59253
03886099593518|101|2018|3711.1795505
03886099595718|106|2018|19011.789148
03899511409218|101|2018|7559.5686831
03899511409218|102|2018|8789.7992359
03899518551918|101|2018|25697.95754
03899518551918|102|2018|17370.442006
03899518578118|101|2018|9720.8155308
03899518578118|102|2018|11208.387528
03899532033818|101|2018|15069.125414
03899532033818|102|2018|8940.6452014
03899532069118|101|2018|106800.32534
03899533426718|101|2018|18028.025901
03899533454718|101|2018|18028.025901
03899533455418|101|2018|14857.616829
03899533456818|101|2018|9518.6531039
03899533456818|102|2018|9217.8919793
03899533456818|103|2018|8290.7717173
03899533497218|101|2018|13523.008127
03899534221018|101|2018|36646.408243
03899534221018|102|2018|34694.824406
03899535907118|101|2018|22061.572897
03899535907118|102|2018|22874.63365
03899540673018|101|2018|21273.255526
03899540673018|102|2018|27010.197724
03899540673018|103|2018|48016.302841
03899540854718|101|2018|20239.241298
03899540873018|101|2018|61216.805465
03899540873018|102|2018|52147.91409
03899541856818|101|2018|7494.2197549
03899541856818|102|2018|8051.0161384
03899541868818|101|2018|16001.564929
03899541868818|102|2018|29504.369038
03899541868818|103|2018|25900.983293
03899568944418|101|2018|73461.40193
03899568944418|102|2018|81683.316882
03899596717918|101|2018|6486.8964309
03899599560218|101|2018|10975.470449
29204933446918|101|2018|6512.733159
29204933446918|102|2018|25115.671399
29204933446918|103|2018|31176.499497
29204933446918|104|2018|31176.499497
29204933452518|101|2018|8519.7853958
29204933455018|101|2018|7914.2073831
29204933455018|102|2018|11052.161129
29204933496518|101|2018|8519.7853958
29204940646918|101|2018|8519.7853958
29204941838418|101|2018|13897.880322
29204941838418|102|2018|19408.338098
29204941867718|101|2018|13125.645755
29204941896518|101|2018|8519.7853958
29209206806118|101|2018|24399.10629
29209206806118|102|2018|14323.835382
29209206806118|103|2018|41526.962441
29209206806118|104|2018|34682.02391
29209227601818|101|2018|12780.340561
29209227618918|101|2018|36834.982176
29209227618918|102|2018|33910.187131
29209227675118|101|2018|12780.340561
29209234401818|101|2018|15773.440688
29209234401818|102|2018|21839.388527
29209234401818|103|2018|18619.243746
29209234401818|104|2018|17987.022464
29209234401818|105|2018|18457.220293
29209234401818|106|2018|21672.478312
29209234401818|107|2018|55256.974929
29209234419818|101|2018|18044.126477
29209235954918|101|2018|17587.276149
29209235954918|102|2018|12235.093356
29209240601818|101|2018|11335.762197
29209240601818|102|2018|11911.456984
29209240606118|101|2018|8270.6203989
29209240606118|102|2018|8780.3782346
29209240606118|103|2018|21057.24263
29209240606118|104|2018|17497.19233
29209240606118|105|2018|13635.792959
29209240606118|106|2018|17491.535592
29209240618918|102|2018|8818.654341
29209240618918|103|2018|8306.6743293
29209240678418|101|2018|20165.207804
29209240818918|101|2018|38671.434206
29209240831818|101|2018|41464.56773
29209240831818|102|2018|38078.542628
29209240831818|103|2018|37174.930566
29209241831818|101|2018|8479.401711
29209241831818|102|2018|14294.6982
29209241878418|101|2018|9186.8802115
29209268418918|101|2018|26990.445588
29209268418918|102|2018|46926.928869
29209268418918|103|2018|35698.847856
29209268475118|101|2018|20074.117551
29209268475118|102|2018|27056.388112
29209268478418|101|2018|28198.042697
29209268478418|102|2018|38123.158482
29209268816218|102|2018|10473.571759
29209299516018|101|2018|11903.011161
29209299516018|102|2018|11748.653112
29209299516018|103|2018|19470.070488
29209299516018|104|2018|20133.145622
29209299516018|105|2018|15880.44605
29209299516018|106|2018|17028.708119
29209299575118|102|2018|14885.042788
29209299575118|103|2018|36692.284065
29213604618918|103|2018|62047.197689
29213604618918|104|2018|26733.266271
29213604667118|101|2018|13405.401033
29213604675118|101|2018|13261.060824
29213606801818|101|2018|19199.077709
29213606801818|102|2018|18766.160144
29213606801818|103|2018|18625.265183
29213606801818|104|2018|20771.838346
29213606801818|105|2018|20190.296366
29213606816018|101|2018|11100.157083
29213606818918|101|2018|13531.588824
29213606818918|102|2018|21667.189451
29213606867118|101|2018|25794.548744
29213606875118|101|2018|24408.606736
29213606875118|102|2018|28223.957465
29213627606118|103|2018|23180.965473
29213633455218|101|2018|7341.1305228
29213633455218|102|2018|15080.73533
29213633455218|103|2018|20880.291412
29213633455218|104|2018|19216.841877
29213633455218|105|2018|19842.026003
29213633455218|106|2018|19859.623693
29213633455218|107|2018|17669.614851
29213634401818|101|2018|10722.313012
29213640667118|101|2018|11443.061673
29213640667118|102|2018|14652.687204
29213640667118|103|2018|17486.830345
29213640667118|104|2018|25985.609205
29213640806118|101|2018|18961.625912
29213640806118|102|2018|12742.455649
29213641816018|101|2018|12987.140216
29213641816018|103|2018|17311.384207
29213641816018|104|2018|29705.428404
29213641816018|105|2018|22345.220769
29213641816018|106|2018|21128.442458
29213641818918|101|2018|9953.4771214
29213641818918|102|2018|8821.814296
29213641875118|101|2018|7170.6521675
29213641875118|102|2018|7226.6196109
29213641875118|103|2018|18759.618701
29213641875118|104|2018|16031.026504
29213641875118|105|2018|13861.553053
29213641878418|101|2018|18505.546912
29213641878418|102|2018|17779.155813
29213668419818|101|2018|13405.401033
29213668475118|101|2018|14331.664239
29213668475118|102|2018|15223.412768
29213696724618|101|2018|12605.290929
29213696724618|102|2018|11611.564749
29213696724618|103|2018|26697.027488
29213696724618|104|2018|26697.027488
29213699506118|101|2018|14491.990099
29213699506118|102|2018|15331.839793
29213699506118|104|2018|23934.77772
29213699506118|105|2018|22649.590979
29213699516018|101|2018|11185.070239
29213699516018|102|2018|15575.222785
29213699531818|101|2018|11348.625944
29213699567118|101|2018|14652.687204
29213699567118|103|2018|16031.738105
29213699567118|104|2018|22642.565391
29228503408718|101|2018|6178.6179618
29228503408718|102|2018|6526.1652157
29228504667118|104|2018|33865.053124
29228504692518|101|2018|22840.842541
29228504692518|102|2018|43505.445259
29228504693518|101|2018|23078.778106
29228504693518|102|2018|21732.873374
29228504693518|103|2018|36954.4378
29228505769218|101|2018|9238.0563361
29228505773018|101|2018|13697.795903
29228505773018|102|2018|16888.777205
29228505773018|103|2018|10699.719261
29228505773018|104|2018|16401.101349
29228505791918|101|2018|23451.007681
29228505791918|102|2018|23442.868897
29228505791918|103|2018|15279.359894
29228505791918|104|2018|40784.272688
29228506808518|101|2018|7000.9953389
29228506808518|102|2018|7495.8975356
29228506812718|101|2018|10566.957454
29228506812718|102|2018|9953.4771214
29228506818918|101|2018|16832.267253
29228506818918|102|2018|15846.276149
29228506819818|101|2018|19483.29781
29228506823218|101|2018|7676.7604606
29228506838818|101|2018|11348.625944
29228509844418|101|2018|4838.726695
29228510107118|101|2018|12647.181409
29228510107118|102|2018|17192.704308
29228510165118|101|2018|33604.728613
29228510178118|101|2018|11356.75778
29228510178118|102|2018|18994.158051
29228510178118|103|2018|8278.7868972
29228513885118|101|2018|13498.822957
29228513885118|102|2018|19944.001806
29228513896618|101|2018|11282.874802
29228513896618|102|2018|14798.063364
29228513896618|103|2018|37517.854106
29228517254918|101|2018|21162.841688
29228517254918|102|2018|12832.857073
29228517254918|103|2018|40784.272688
29228517254918|104|2018|40784.272688
29228517254918|105|2018|33937.129977
29228517296718|101|2018|34521.836804
29228520475918|101|2018|11937.836492
29228520936518|101|2018|21023.319849
29228520936518|102|2018|18126.015524
29228522817318|101|2018|32129.131696
29228522817318|102|2018|33936.395321
29228527601818|101|2018|10731.981116
29228527601818|102|2018|11399.749228
29228527612718|101|2018|9922.561236
29228527612718|102|2018|9346.492278
29228527645118|101|2018|12620.146975
29228527653418|101|2018|9349.2444173
29228527653418|102|2018|7495.8975356
29228528509718|101|2018|18248.213413
29228528509718|102|2018|29322.91819
29228528509718|103|2018|53281.886726
29228528509718|104|2018|52316.557149
29228528523318|101|2018|15516.144608
29228528548618|101|2018|97204.855351
29228528548618|102|2018|64641.597993
29228528596418|101|2018|38066.387048
29228533408518|101|2018|8818.654341
29228533408518|102|2018|9940.7064231
29228533482918|101|2018|15773.440688
29228533482918|102|2018|18766.160144
29228533482918|103|2018|16768.125996
29228533482918|104|2018|18346.287264
29228533482918|105|2018|16619.492619
29228533482918|106|2018|18481.235545
29228534226718|101|2018|37308.570736
29228534478418|101|2018|39978.944686
29228534478418|102|2018|34898.177659
29228540619518|101|2018|6938.1265756
29228540619518|102|2018|7545.0462457
29228540645118|101|2018|6156.7707014
29228540682918|101|2018|7495.8975356
29228540682918|102|2018|9349.2444173
29228540838818|101|2018|16647.09422
29228540838818|103|2018|16004.860469
29228540846718|102|2018|18684.656266
29228540846718|103|2018|19449.205942
29228540882918|101|2018|11399.749228
29228540882918|102|2018|10731.981116
29228540892518|101|2018|12175.375885
29228540892518|102|2018|12081.004297
29228541823218|101|2018|16832.267253
29228541845118|101|2018|11282.874802
29228541845118|102|2018|17208.869237
29228541893518|101|2018|14342.51381
29228541893518|102|2018|15234.937424
29228555231118|101|2018|33212.517031
29228555231118|102|2018|28327.066498
29228555258818|101|2018|32006.069871
29228555277818|101|2018|21023.319849
29228555277818|102|2018|17110.601206
29228555298818|101|2018|15418.919964
29228558827718|101|2018|32393.79025
29228558827718|102|2018|48403.133167
29228558827718|103|2018|48814.970712
29228558827718|104|2018|50513.548378
29228558827718|105|2018|46673.069214
29228568408518|101|2018|15773.440688
29228568408518|102|2018|16767.381709
29228568408518|103|2018|18457.220293
29228568412718|101|2018|37454.549431
29228568453418|101|2018|9346.4637036
29228568453418|102|2018|8803.8409393
29228568453418|103|2018|33865.053124
29228568453418|104|2018|22414.837799
29228568453418|105|2018|18625.265183
29228582813818|101|2018|10613.637927
29228582813818|102|2018|14452.599535
29228586036018|101|2018|25361.163534
29228586036018|102|2018|24332.934254
29228586036018|104|2018|43432.869334
29228586059618|101|2018|21462.796602
29228586059618|102|2018|17402.402777
29228586059618|103|2018|23205.717028
29228586062218|101|2018|24522.2085
29228586063818|102|2018|27941.462452
29228586063818|103|2018|42312.327893
29228586063818|104|2018|42008.465485
29228586063818|105|2018|76712.269814
29228592523318|101|2018|29091.518917
29228592523318|102|2018|27542.266457
29228592536018|101|2018|31221.295308
29228592589418|103|2018|52670.188733
29228598845818|101|2018|25896.947144
29228598845818|102|2018|13772.515508
29228598881418|101|2018|8793.2280131
29228598881418|102|2018|11446.923992
29228599508518|101|2018|13493.438515
29228599512718|101|2018|8968.1933871
29235906801818|101|2018|18831.121061
29235906801818|102|2018|24567.429348
29235906806118|101|2018|8875.9238893
29235906806118|102|2018|18158.023145
29235906819818|101|2018|8752.7960216
29235927606118|101|2018|20099.531549
29235927606118|102|2018|18290.055175
29235927606118|103|2018|18899.220271
29235927606118|104|2018|20226.706708
29235927616018|101|2018|18137.281429
29235927616018|102|2018|24567.429348
29235927667118|101|2018|16275.245323
29235933418918|101|2018|12171.669654
29235935951018|101|2018|6539.4256317
29235940601818|101|2018|13348.562878
29235940806118|101|2018|14460.263074
29235940806118|102|2018|21149.036997
29235940806118|103|2018|8818.654341
29235940819818|101|2018|17011.186778
29235940819818|102|2018|26717.41361
29235941875118|101|2018|46188.364654
29235941875118|102|2018|85975.977044
29235941878418|101|2018|8459.2015587
29235968431818|101|2018|17438.793586
29235968431818|102|2018|15325.730972
29235968431818|103|2018|19164.608227
29235968431818|104|2018|25348.729244
29235968431818|105|2018|18619.243746
29235999501818|101|2018|20064.896554
29235999501818|102|2018|33084.004572
29235999501818|103|2018|35922.532837
29235999519818|101|2018|35128.784435
29241809244418|101|2018|9343.0976536
29241813624718|101|2018|8042.3321986
29241813644418|101|2018|7538.1339253
29241813666418|101|2018|7661.4065838
29241813684818|101|2018|7932.3222552
29241813684818|102|2018|12613.722874
29241855244418|102|2018|6735.6637363
29241855251918|101|2018|6495.3102515
29241855251918|102|2018|6285.3947999
29241881607118|101|2018|11973.662884
29241881607118|102|2018|12647.181409
29241881666418|101|2018|7202.8664267
29255204623218|101|2018|18916.692892
29255204675118|101|2018|16549.078794
29255204675118|102|2018|15234.937424
29255206801818|101|2018|22345.932671
29255206801818|102|2018|27721.081194
29255227667118|101|2018|18899.711978
29255227667118|102|2018|29079.839438
29255228550218|101|2018|15538.434782
29255228550218|102|2018|16384.860033
29255228550218|103|2018|24446.586373
29255228550218|104|2018|24446.586373
29255228559618|101|2018|17201.701402
29255228559618|102|2018|12317.75674
29255228578818|101|2018|11161.725336
29255228578818|102|2018|15587.307853
29255233418918|101|2018|23928.127661
29255233418918|102|2018|33408.536253
29255234445118|101|2018|13395.386778
29255234445118|102|2018|12610.71933
29255234455218|101|2018|6156.7707014
29255234492518|101|2018|17779.155813
29255234492518|102|2018|13385.253672
29255234493518|101|2018|9317.6459822
29255240667118|101|2018|45224.662898
29255240667118|102|2018|38325.730913
29255240801818|101|2018|16991.746734
29255240801818|102|2018|18445.912813
29255240801818|104|2018|25613.666758
29255240819818|101|2018|11588.061268
29255268401818|101|2018|15448.492881
29255268401818|102|2018|9335.1544002
29255268406118|101|2018|12986.552028
29255268406118|102|2018|15213.224081
29255268406118|103|2018|25985.609205
29255268406118|104|2018|17039.919307
29255268438818|101|2018|14090.575771
29255268475118|101|2018|17779.155813
29255268475118|102|2018|13159.609281
29255281602718|101|2018|16764.087675
29255281624018|101|2018|27789.789805
29255281624018|102|2018|29777.449254
29255281624018|103|2018|21914.06088
29255299516018|101|2018|16832.267253
29255299555218|101|2018|29144.058783
29255299555218|102|2018|49652.08649
29255299555218|103|2018|40293.066016
29255299567118|101|2018|35702.755634
29255506846918|101|2018|19153.745214
29255506896518|101|2018|9848.3825686
29255534424518|101|2018|7914.2073831
29255534424518|102|2018|7914.2073831
29255568405018|101|2018|11052.161129
29255568405018|102|2018|9835.296112
29255568418818|101|2018|11261.880346
29255568438418|101|2018|10463.73446
29255568438418|103|2018|29297.395993
29255568455018|101|2018|11897.848568
29281604667118|101|2018|13882.157501
29281604667118|102|2018|24176.070983
29281604667118|103|2018|57361.742175
29281604667118|104|2018|57361.742175
29281604675118|101|2018|13159.609281
29281604675118|102|2018|21856.686796
29281605726718|101|2018|14349.691662
29281605726718|102|2018|19194.066052
29281605745818|101|2018|19091.904226
29281605745818|102|2018|13138.675107
29281605756818|105|2018|16430.26689
29281605791918|101|2018|29544.227831
29281606818918|101|2018|10731.981116
29281606818918|102|2018|11399.749228
29281606831818|101|2018|12780.340561
29281606855218|101|2018|20689.887582
29281606855218|102|2018|15218.931448
29281617226718|101|2018|10613.637927
29281617226718|102|2018|14452.599535
29281617243118|103|2018|36128.799625
29281617243118|104|2018|36128.799625
29281617243118|105|2018|50617.674275
29281627655218|101|2018|23386.158584
29281627655218|102|2018|28916.9593
29281627665318|101|2018|50998.186329
29281627665318|102|2018|42163.546188
29281627667118|101|2018|31318.625095
29281627667118|102|2018|30840.179737
29281627667118|103|2018|42312.865303
29281627667118|104|2018|55039.612313
29281627678418|101|2018|15488.878013
29281628505818|101|2018|33604.728613
29281633416018|102|2018|19983.465213
29281633416018|103|2018|22948.037917
29281633416018|104|2018|60224.225587
29281634409718|101|2018|34068.488138
29281634409718|102|2018|34068.488138
29281634416018|101|2018|26486.192437
29281634416018|102|2018|24714.520308
29281634416018|104|2018|38261.548644
29281634477818|101|2018|35804.308769
29281634477818|102|2018|43275.600951
29281634477818|103|2018|70385.756189
29281634477818|104|2018|53181.662393
29281640618918|101|2018|25845.888635
29281640618918|102|2018|24567.429348
29281640841418|102|2018|32055.69348
29281640841418|103|2018|80314.983896
29281655298818|101|2018|26057.764734
29281655298818|102|2018|33079.243941
29281655298818|103|2018|49510.148814
29281668475118|101|2018|18916.692892
29281681663818|101|2018|33212.517031
29281681663818|102|2018|28327.066498
29281696736518|101|2018|64536.951965
29281696736518|102|2018|31287.814665
29281696736518|103|2018|69030.898027
29281698854718|102|2018|8519.7853958
29281698896718|101|2018|13593.552691
29281698896718|102|2018|18711.81495
29281698897218|101|2018|21162.841688
29281698897218|102|2018|15279.359894
29281698897218|103|2018|19621.589983
29281699553418|101|2018|8875.9238893
29281699553418|102|2018|26526.90577
29281699553418|103|2018|22042.124903
29281699555218|101|2018|24548.276454
29284940805018|101|2018|10875.266904
29284940805018|102|2018|14775.381918
29284940805018|103|2018|19670.402338
29284940805018|104|2018|20404.518714
29284940838418|101|2018|21353.127711
29284940838418|102|2018|29493.575023
29284940852518|101|2018|11772.270679
29284940896518|101|2018|19305.294547
29284940896518|102|2018|17218.023964
29286002101018|101|2018|12602.465156
29286002101018|102|2018|12643.61554
29286002120118|101|2018|6638.9482509
29286002120118|102|2018|6285.3947999
29286002153918|101|2018|11499.257032
29286002308118|101|2018|33604.728613
29286002309718|101|2018|42008.465485
29286002309718|102|2018|52939.533989
29286002309718|103|2018|67693.087762
29286002316118|101|2018|24567.429348
29286002316118|102|2018|18137.281429
29286002316118|103|2018|21286.794679
29286002376218|101|2018|7495.8975356
29286002376218|102|2018|7962.309216
29286003405818|101|2018|20467.762645
29286003416118|101|2018|14824.797102
29286003417918|101|2018|6679.2573146
29286003428418|101|2018|19825.358068
29286003448618|101|2018|54486.562382
29286003448618|102|2018|80971.838594
29286003448618|104|2018|159282.28282
29286003456518|101|2018|35532.026522
29286003456518|102|2018|27781.24055
29286003456518|103|2018|21626.258427
29286003496418|101|2018|19894.922086
29286003498818|101|2018|17386.241229
29286004324718|101|2018|19735.579554
29286004324718|102|2018|13216.590056
29286004324718|103|2018|14717.180109
29286004378118|101|2018|10658.21023
29286004378118|102|2018|9839.1930151
29286004383218|101|2018|11416.829443
29286004383218|102|2018|14646.798611
29286004625118|101|2018|42670.407292
29286004684418|101|2018|11411.048949
29286004684418|102|2018|19777.964117
29286004684418|103|2018|26044.087117
29286004684418|104|2018|11411.048949
29286004699418|102|2018|11855.655886
29286005707118|101|2018|10071.34842
29286005707118|102|2018|27330.375984
29286005707118|103|2018|19735.130952
29286005709818|101|2018|42588.200147
29286005709818|102|2018|53670.122038
29286005709818|103|2018|59162.888467
29286005718018|101|2018|7562.6320039
29286005718018|102|2018|7739.7581447
29286005718018|103|2018|6154.7077802
29286005724718|101|2018|11973.662884
29286005724718|102|2018|12647.181409
29286005753818|101|2018|4052.9946931
29286005778118|101|2018|11618.917085
29286005797118|101|2018|6638.9482509
29286005797118|102|2018|6285.3947999
29286006823218|101|2018|15757.714689
29286006823218|102|2018|32739.666433
29286006823218|103|2018|27792.702349
29286006830118|101|2018|31618.112861
29286006830118|102|2018|27260.699484
29286006898818|101|2018|26931.235036
29286006898818|102|2018|29482.172072
29286006898818|103|2018|71836.419732
29286006898818|104|2018|66436.502433
29286008604018|101|2018|14118.896842
29286008611618|101|2018|18393.397535
29286008611618|102|2018|14741.389894
29286008611618|103|2018|17379.650869
29286008611618|104|2018|18139.180794
29286008616718|101|2018|11897.848568
29286008643118|101|2018|8142.1583019
29286008644018|101|2018|42732.548911
29286008644018|102|2018|27988.294952
29286008645818|101|2018|18585.315052
29286008650918|101|2018|12603.349269
29286008655418|101|2018|20103.437479
29286008655418|102|2018|19644.478904
29286008655418|103|2018|15119.427023
29286008655418|104|2018|15723.55756
29286009212018|101|2018|44954.034754
29286009254518|101|2018|31086.417895
29286009254518|102|2018|33936.395321
29286009259618|101|2018|9552.1154407
29286009266018|101|2018|49788.056297
29286009284418|101|2018|34170.301639
29286009284418|102|2018|31561.322266
29286009299418|101|2018|23105.761201
29286009299418|102|2018|20972.804054
29286009299418|103|2018|29493.151284
29286009845818|101|2018|6797.3731601
29286009846618|101|2018|54144.261805
29286009846618|102|2018|63761.66001
29286009846618|103|2018|58357.529776
29286009846618|104|2018|96935.41242
29286009896718|101|2018|14886.42717
29286009897218|101|2018|11134.785688
29286009897218|102|2018|11134.785688
29286010154918|101|2018|10769.348333
29286010154918|102|2018|18192.113171
29286010156818|101|2018|8530.9161572
29286010156818|102|2018|10755.713634
29286010191918|101|2018|16030.31071
29286011458418|101|2018|19424.224749
29286011458418|102|2018|16421.093859
29286011458418|103|2018|24102.052383
29286011458418|104|2018|20997.437339
29286011458418|105|2018|20997.437339
29286013602718|101|2018|17066.214851
29286013616218|101|2018|17275.924503
29286013616218|102|2018|12687.019182
29286013623318|101|2018|20998.443294
29286013625818|101|2018|17716.09071
29286013625818|102|2018|16050.160964
