ssuid|pnum|spanel|finyr4
87641819964318|102|2018|10580.824745
87641819967118|101|2018|14056.149213
87641819967118|102|2018|11742.974141
87641819967118|103|2018|19278.505529
87641819983018|101|2018|7663.0044653
87641819983018|102|2018|4918.5101561
87641819988418|101|2018|14637.619718
87641819988418|102|2018|15957.404518
87641819988418|103|2018|18943.184027
87641819988418|104|2018|22881.790952
87641819988418|105|2018|15543.288502
87641819988418|106|2018|16218.712723
87641819988418|107|2018|18033.137185
87641819988418|108|2018|16074.949369
87641819988418|109|2018|16044.543116
87641819988418|110|2018|20962.372291
87641819988418|111|2018|41338.645368
87641822895718|101|2018|9297.2154356
87641822895718|102|2018|9820.1837943
87641827607118|101|2018|29502.805511
87641827619518|101|2018|5266.6136025
87641827619518|102|2018|6490.2306419
87641827645118|101|2018|66832.330135
87641827645118|102|2018|49864.243983
87641827645118|103|2018|52730.662193
87641827645118|104|2018|32488.741637
87641827645118|105|2018|32488.741637
87641827682918|101|2018|10488.702166
87641827682918|102|2018|13310.495875
87641827683218|101|2018|9932.5888087
87641827693518|101|2018|9886.065719
87641827693518|102|2018|9704.7515333
87641828501018|101|2018|9247.5826839
87641828501018|102|2018|12571.25596
87641828501018|103|2018|24486.772111
87641828507418|101|2018|29758.647291
87641828507418|102|2018|44150.675935
87641828511018|101|2018|14514.720544
87641828511018|102|2018|12627.424071
87641828511018|103|2018|17578.038883
87641828515818|101|2018|9820.1837943
87641828515818|102|2018|9297.2154356
87641828518018|101|2018|9004.9664657
87641828518018|102|2018|8913.8451328
87641828544718|101|2018|17616.060519
87641828544718|102|2018|8913.8451328
87641828559118|101|2018|8585.5460658
87641828562118|101|2018|6827.9469617
87641828565018|101|2018|5767.5033373
87641828565018|102|2018|4389.062485
87641828588218|101|2018|13956.476692
87641828588218|102|2018|15659.317453
87641828588218|103|2018|14208.964053
87641828588218|104|2018|17349.877006
87641829416018|101|2018|6293.152255
87641833424718|101|2018|7041.7065163
87641833438818|101|2018|18115.752783
87641833453918|101|2018|8157.9927677
87641833464318|101|2018|11295.274507
87641833464318|102|2018|13349.392717
87641833488418|101|2018|11255.816786
87641833488418|102|2018|12860.077193
87641833492518|101|2018|75300.511971
87641833492518|102|2018|69210.373497
87641833493518|101|2018|13755.815221
87641833493518|102|2018|19516.217873
87641833493518|103|2018|13489.440532
87641833493518|104|2018|19242.632474
87641834201018|101|2018|15128.10356
87641834201018|102|2018|14627.681782
87641834201018|103|2018|20177.260593
87641834201018|104|2018|55121.893981
87641834217718|101|2018|8565.9273192
87641834217718|102|2018|12342.949259
87641834231818|101|2018|8850.8947153
87641834231818|102|2018|8688.5659574
87641834244718|103|2018|18892.749152
87641834267118|101|2018|25371.264919
87641834267118|102|2018|26691.554836
87641834297118|101|2018|13562.788817
87641840601018|101|2018|11141.919079
87641840601018|102|2018|8251.2584828
87641840611018|101|2018|7926.8738353
87641840611018|102|2018|11315.880402
87641840623218|101|2018|10452.719579
87641840623218|102|2018|9938.8908238
87641840624718|101|2018|15438.642052
87641840624718|102|2018|15659.317453
87641840624718|103|2018|14124.852206
87641840624718|104|2018|17173.350395
87641840624718|105|2018|18590.017572
87641840653418|101|2018|18115.752783
87641840653918|101|2018|8411.0294548
87641840653918|102|2018|6676.7326257
87641840653918|103|2018|8464.1669551
87641840653918|104|2018|8122.4643725
87641840653918|105|2018|8003.3897566
87641840683218|101|2018|10114.434472
87641840683218|102|2018|9575.7959593
87641840684818|101|2018|11414.238592
87641840695718|101|2018|5132.8570929
87641840695718|102|2018|5421.5802991
87641840812718|101|2018|7979.1864789
87641840819518|101|2018|12483.059499
87641840838818|101|2018|9106.7985426
87641840882918|101|2018|6505.6115325
87641840882918|102|2018|6899.724158
87641841805318|101|2018|16060.822622
87641841805318|102|2018|12608.071429
87641853301818|101|2018|23132.026292
87641853319818|101|2018|17245.21148
87641855204318|101|2018|16551.194791
87641855204318|102|2018|11805.148485
87641855204318|103|2018|16318.131004
87641855242618|101|2018|19249.181156
87641855242618|102|2018|17869.970386
87641855242618|103|2018|28411.528929
87641855242618|104|2018|21840.807302
87641855242618|105|2018|26276.422109
87641855247318|101|2018|12072.71418
87641855281418|101|2018|11255.816786
87641855283018|101|2018|17891.94857
87641855283018|102|2018|11816.816026
87641855283018|103|2018|34736.703591
87641855283018|104|2018|10109.912445
87641855295618|101|2018|14298.156242
87641855295618|102|2018|14543.612023
87641855295618|103|2018|12964.345833
87641855295618|104|2018|15617.684835
87641855295618|105|2018|33339.358184
87641860904918|101|2018|9297.2154356
87641860904918|102|2018|9203.1368329
87641860953918|101|2018|10206.221061
87641860981118|101|2018|7675.1718923
87641860981118|102|2018|9203.1368329
87641860983018|101|2018|9009.4123844
87641860983018|102|2018|11349.628206
87641860983018|103|2018|15992.290018
87641860983018|104|2018|15992.290018
87641860983018|105|2018|14255.714338
87641868464618|101|2018|5448.3249867
87641868904918|101|2018|14022.449555
87641868904918|102|2018|10661.093401
87641868910518|101|2018|5255.6299246
87641868919318|101|2018|3782.7741564
87641868920118|101|2018|5255.6299246
87641868975118|101|2018|14469.417708
87641868975118|102|2018|12003.450512
87641868975118|103|2018|21615.786599
87641880911018|101|2018|11090.056581
87641880964318|101|2018|10466.641272
87641880964318|102|2018|17318.303147
87641880964318|103|2018|18076.650235
87641880964318|104|2018|14977.166195
87641881601018|101|2018|8719.5965985
87641881615818|101|2018|6478.4238083
87641881615818|102|2018|9820.1837943
87641881620118|101|2018|13106.692509
87641881647318|101|2018|9686.7438248
87641881647318|102|2018|6970.4514277
87641881647318|103|2018|9475.7010611
87641881662118|101|2018|12857.478935
87641881697118|101|2018|6478.4238083
87641881697118|102|2018|22634.089829
87641886017918|101|2018|6774.6761882
87641886044718|101|2018|13693.16327
87641886095718|101|2018|38096.463014
87641892547318|101|2018|9475.7010611
87641892564618|101|2018|7962.949627
87641892564618|102|2018|29376.779684
87641896718918|101|2018|6324.931441
87641896736318|101|2018|13704.382454
87641896736318|102|2018|13453.038894
87641896767118|101|2018|5391.3371969
87641896796618|101|2018|13298.360325
87641898853818|101|2018|6358.1111387
87641898864618|101|2018|6065.7361293
87641899507118|101|2018|7915.4935332
87641899507118|102|2018|7493.9583819
87641899508718|101|2018|8369.3246817
87641899508718|102|2018|8840.0991864
87641899510518|101|2018|16015.131643
87641899510518|102|2018|14690.57242
87641899510518|103|2018|18262.461956
87641899510518|104|2018|49890.890148
87641899515818|101|2018|11314.130455
87641899519318|102|2018|8182.6352001
87641899528018|101|2018|7383.4039732
87641899528018|102|2018|7247.9895507
87641899546718|101|2018|23193.596904
87641899546718|102|2018|11638.219781
87641899546718|103|2018|16715.819698
87641899546718|104|2018|24477.845143
87641899546718|105|2018|18013.933433
87641899553918|101|2018|8247.1222881
87641899553918|102|2018|8365.0042246
87641899553918|103|2018|22424.697818
87641899562618|101|2018|7198.8445065
87641899562618|102|2018|8430.2576874
87641899565018|101|2018|8642.9084217
87641899565018|102|2018|8735.9583555
87641899565018|103|2018|24420.073379
87641899583218|101|2018|11234.107881
87641899583218|102|2018|11487.089701
87641899583218|103|2018|14608.258527
87641899584818|101|2018|11781.34658
87641899584818|102|2018|8666.5148633
87641899584818|103|2018|21381.524786
87645448423318|101|2018|16400.446501
87655204306718|101|2018|9905.6566425
87655204306718|102|2018|13528.753135
87655218548218|101|2018|12108.169414
87655218548218|102|2018|17026.1941
87655227631618|101|2018|16029.064066
87655268924318|101|2018|7159.0453098
87655268938918|101|2018|18501.129268
87655268938918|102|2018|13157.068821
87681609218318|101|2018|15749.91211
87681609218318|102|2018|16936.485721
87681609218318|103|2018|22163.454237
87681609223518|101|2018|26633.98377
87681609223518|102|2018|22442.944248
87681609223518|103|2018|20264.460262
87681609223518|104|2018|20486.471698
87681609223518|105|2018|36781.020166
87681609237518|101|2018|25159.801781
87681621542018|101|2018|37750.986306
87681621542018|102|2018|35531.60303
87681621542018|103|2018|54226.674761
87681640308618|101|2018|23208.165404
87681640308618|102|2018|41056.428981
87681640385218|101|2018|12137.579004
87681641877218|101|2018|38375.31853
87681641877218|102|2018|71982.02199
87681641877218|103|2018|70107.080562
87681675539418|101|2018|19138.212824
87681675539418|102|2018|17380.657897
87681675539418|103|2018|15824.616906
87681675539418|104|2018|20635.928819
87681684707418|101|2018|6560.6235151
87681684781418|101|2018|9000.7771536
87681684781418|102|2018|9812.3222756
87681684781418|103|2018|10677.968363
87681694544718|101|2018|8585.5460658
87681694547518|101|2018|8034.7653631
87686002131918|101|2018|15160.679068
87686002131918|102|2018|10823.957335
87686002190318|101|2018|15355.810796
87686002304018|101|2018|28743.50284
87686002377218|101|2018|43138.704593
87686002377218|102|2018|47358.334584
87686002396718|101|2018|46031.045223
87686003406718|101|2018|18532.659132
87686003406718|102|2018|16386.686559
87686003406718|103|2018|15353.869779
87686003406718|104|2018|45966.206392
87686003415818|101|2018|37055.258737
87686003415818|102|2018|18422.389131
87686003480418|101|2018|10785.986936
87686003751618|101|2018|6367.6941652
87686003782018|101|2018|11191.982049
87686003782018|102|2018|13504.013158
87686003784918|101|2018|9203.1368329
87686003784918|102|2018|8713.0289627
87686003789418|101|2018|8556.2359465
87686003789418|102|2018|13217.499138
87686003789418|103|2018|16432.775198
87686003794818|101|2018|10317.849797
87686003794818|102|2018|9768.3785151
87686004303518|101|2018|13398.877653
87686004303518|102|2018|21439.86774
87686004303518|103|2018|24503.31178
87686004303518|104|2018|17271.765931
87686004303518|105|2018|33056.084884
87686004655418|101|2018|59173.271885
87686004655418|102|2018|50458.149914
87686004655418|103|2018|83129.276055
87686004655418|104|2018|60141.066732
87686004655418|105|2018|59956.732008
87686004677318|101|2018|104348.44252
87686004677318|102|2018|210042.9781
87686004917318|101|2018|13331.436755
87686004946718|101|2018|18911.378195
87686004946718|102|2018|11264.187226
87686004946718|103|2018|20611.260998
87686004954518|101|2018|61576.143446
87686004954518|102|2018|12204.019148
87686004975318|101|2018|26920.022492
87686004975318|102|2018|30617.213042
87686004988218|101|2018|15438.642052
87686004988218|102|2018|15659.317453
87686004988218|103|2018|14255.714338
87686004988218|104|2018|17173.350395
87686004989418|101|2018|18118.721155
87686004989418|102|2018|39944.338409
87686004989418|103|2018|45340.080384
87686004995018|101|2018|11313.875206
87686004995018|102|2018|15457.71287
87686004995018|103|2018|16006.483579
87686004995018|104|2018|17165.229933
87686005708618|101|2018|13349.686102
87686005708618|102|2018|9582.9512187
87686005731618|101|2018|7064.0563663
87686005736318|101|2018|14453.360739
87686005796618|101|2018|10565.971128
87686005796618|103|2018|10723.710919
87686006844018|101|2018|42292.936789
87686006846618|101|2018|17238.561206
87686006846618|102|2018|33922.952373
87686006846618|103|2018|17193.062494
87686006846618|104|2018|17295.445175
87686006869218|101|2018|39902.333527
87686007328318|101|2018|11568.094478
87686007328318|102|2018|8286.8206884
87686007344918|101|2018|15326.409535
87686007344918|102|2018|16963.761831
87686007344918|103|2018|21698.560989
87686007344918|104|2018|24644.171582
87686007390518|101|2018|6667.0293508
87686008602018|101|2018|11375.755782
87686008609818|102|2018|10569.849018
87686008612018|101|2018|9228.6034269
87686008629818|101|2018|12625.765719
87686008629818|102|2018|11057.427763
87686008631118|101|2018|10249.601596
87686008638918|101|2018|8470.076345
87686008638918|102|2018|11568.094478
87686008651818|101|2018|7162.1982698
87686008651818|102|2018|8730.3711362
87686008665118|101|2018|14749.493031
87686008665118|102|2018|11526.141155
87686008668718|101|2018|32147.854131
87686008668718|102|2018|25426.012942
87686008668718|103|2018|20945.736737
87686008684918|101|2018|5802.7611205
87686009212718|101|2018|5225.6255773
87686009256718|101|2018|16457.915352
87686009256718|102|2018|20056.135989
87686009256718|103|2018|17472.680418
87686009269518|101|2018|13621.882386
87686009296718|101|2018|48475.317287
87686009296718|102|2018|87699.551104
87686012161318|101|2018|59539.138944
87686012161318|102|2018|33610.902175
87686012602918|101|2018|36931.57157
87686012602918|102|2018|53122.935332
87686012607118|101|2018|6383.6360786
87686012607418|101|2018|12136.816439
87686012607418|102|2018|8733.4909442
87686012607418|103|2018|14044.961404
87686012624718|101|2018|13970.32926
87686012624718|102|2018|19309.921317
87686012624718|103|2018|13967.277894
87686012662618|101|2018|12930.022104
87686012662618|102|2018|9511.4958201
87686012662618|104|2018|14909.931779
87686012683218|101|2018|8904.4596737
87686012683218|102|2018|8430.2576874
87686013537318|104|2018|17309.979393
87686013568918|101|2018|12085.182311
87686013602318|101|2018|37542.566073
87686013602318|102|2018|39683.633199
87686013602318|103|2018|68255.129644
87686013602318|104|2018|71033.967668
87686013632418|101|2018|4448.1173402
87686013651018|101|2018|15326.390599
87686013651018|102|2018|17508.284029
87686013651018|103|2018|17508.284029
87686013676218|101|2018|10264.467287
87686013682818|101|2018|38038.220183
87686013804318|101|2018|27497.014938
87686013859618|101|2018|42784.291537
87686013864618|101|2018|33145.176682
87686013865018|101|2018|39314.140947
87686017217918|101|2018|8393.3040225
87686017217918|102|2018|8239.3676511
87686017224618|101|2018|8290.8137825
87686017224618|102|2018|12014.253291
87686017249418|101|2018|22424.112389
87686017249418|102|2018|20897.416759
87686017255218|101|2018|12710.859462
87686017255218|102|2018|14469.417708
87686017255218|103|2018|11602.356897
87686017285218|101|2018|13366.11064
87686017285218|102|2018|13214.126993
87686017285218|103|2018|17836.202484
87686017290518|101|2018|10532.752747
87686017296018|101|2018|5893.3894625
87686017296618|101|2018|7707.4941663
87686017299918|101|2018|27286.704469
87686018523218|101|2018|17284.38897
87686018553418|101|2018|8565.9273192
87686018553418|102|2018|8597.0503401
87686019900318|101|2018|11315.077272
87686019902018|101|2018|5183.8397179
87686019937318|101|2018|12029.091808
87686019937318|102|2018|17168.372323
87686019937318|103|2018|39944.338409
87686019938618|101|2018|15558.877544
87686019938618|103|2018|24737.114271
87686019938618|104|2018|49418.19765
87686019940218|101|2018|9569.6874714
87686019950118|101|2018|18960.338294
87686019950118|103|2018|20809.324846
87686019963118|101|2018|21377.640394
87686019965318|101|2018|7572.6645055
87686019969118|101|2018|10546.400477
87686019973718|101|2018|10537.703918
87686019973718|102|2018|20812.281309
87686019973718|103|2018|22830.397605
87686019973718|105|2018|18348.847578
87686019975918|101|2018|9578.3162747
87686019975918|102|2018|8440.8571099
87686019977918|101|2018|13368.822029
87686019977918|102|2018|11060.027099
87686019981118|101|2018|11375.892649
87686019984918|101|2018|7943.1992635
87686019984918|102|2018|6152.3367545
87686019984918|103|2018|9327.8574607
87686019984918|104|2018|9327.8574607
87686019984918|105|2018|9646.9184359
87686019984918|106|2018|9615.2822667
87686019985218|101|2018|20322.741446
87686019985218|102|2018|12614.071874
87686019990518|101|2018|9894.337918
87686020445818|101|2018|42784.291537
87686020903518|101|2018|13440.492578
87686020903518|102|2018|13134.753424
87686020904318|101|2018|5164.5272947
87686020908718|101|2018|8450.055599
87686020908718|102|2018|8000.0526459
87686020908718|103|2018|22269.495001
87686020916218|102|2018|27533.112819
87686020964618|101|2018|12645.262378
87686020964618|102|2018|13217.999488
87686020964618|103|2018|14124.852206
87686020964618|104|2018|14255.714338
87686021542618|101|2018|9203.1368329
87686021542618|102|2018|8713.0289627
87686021547318|101|2018|14020.557614
87686021547318|102|2018|24364.975636
87686021561318|101|2018|9713.0917834
87686021595618|101|2018|13858.591737
87686021595618|102|2018|15929.898692
87686021595618|103|2018|15428.741414
87686021595618|104|2018|14228.749224
87686021595718|101|2018|10452.281394
87686021595718|102|2018|12841.110085
87686021595718|103|2018|32732.749413
87686021595718|104|2018|32732.749413
87686022808618|101|2018|24111.415417
87686022808618|102|2018|11243.415243
87686022844918|101|2018|9683.7713535
87686022846518|101|2018|40095.959257
87686022856718|101|2018|9157.28011
87686022856718|102|2018|9913.8808544
87686022856718|103|2018|10919.652793
87686022890318|101|2018|14563.120782
87686022895418|101|2018|16109.550811
87686022895418|102|2018|14980.912428
87686027497118|101|2018|22890.197766
87686027604018|101|2018|50848.921164
87686027604018|102|2018|104700.73101
87686027666018|101|2018|14942.082881
87686027694418|103|2018|39461.995867
87686028518018|101|2018|10792.581627
87686028518018|102|2018|7119.9194668
87686028519518|101|2018|6757.8899115
87686028525118|101|2018|40694.762153
87686028525118|102|2018|36130.678512
87686028531018|101|2018|8344.42851
87686028531118|101|2018|8127.3500259
87686028531118|102|2018|8048.7911987
87686028551818|101|2018|6698.0534698
87686028551818|102|2018|5026.995668
87686028554518|101|2018|29822.681037
87686028554518|102|2018|70919.962251
87686028559318|101|2018|14185.714622
87686028569618|101|2018|13696.36813
87686028569618|102|2018|14888.530126
87686028575318|101|2018|13098.606243
87686028583018|101|2018|10358.13238
87686028584418|101|2018|32172.902226
87686028586218|102|2018|3672.1361667
87686028589418|101|2018|18435.756489
87686028589418|102|2018|16426.27445
87686028590518|101|2018|21740.730064
87686028590518|102|2018|27377.973822
87686028590518|103|2018|24381.075396
87686028593518|101|2018|4801.1350914
87686029402918|101|2018|12137.579004
87686030303518|101|2018|12137.579004
87686030303518|102|2018|12137.579004
87686030353818|101|2018|4058.2900289
87686030353818|102|2018|5332.8475876
87686030387318|101|2018|5448.3249867
87686032008718|101|2018|7677.8737669
87686032037318|101|2018|11720.344795
87686032064618|101|2018|7600.1812964
87686033408618|101|2018|21593.929651
87686033408618|102|2018|22037.193827
87686033477318|101|2018|53882.900376
87686033477318|102|2018|58168.169622
87686033477318|103|2018|73121.020812
87686033477318|104|2018|59956.732008
87686034212518|101|2018|15784.64108
87686034217718|101|2018|9286.640356
87686034217718|102|2018|15904.058841
87686034228418|101|2018|11133.42898
87686034231818|101|2018|6293.152255
87686034442018|101|2018|122764.11929
87686034442018|102|2018|79782.35522
87686035902718|101|2018|55240.870991
87686035908118|101|2018|17067.704752
87686035916218|101|2018|84009.416281
87686035916218|102|2018|49479.944973
87686035933418|101|2018|51168.409703
87686035933418|102|2018|58531.950442
87686035933418|103|2018|50818.027863
87686035946518|101|2018|26792.475918
87686035948918|101|2018|15094.596619
87686035950118|101|2018|14592.733184
87686035950118|102|2018|17562.475879
87686035950118|104|2018|17407.893361
87686035950118|105|2018|15966.141458
87686035956718|101|2018|12396.625377
87686035956718|102|2018|13475.654907
87686038208518|101|2018|8118.5909276
87686038208518|102|2018|9473.0183968
87686038244418|101|2018|6091.925394
87686038244418|102|2018|4155.3254337
87686038269918|102|2018|13970.32926
87686038284818|101|2018|11521.884299
87686038284818|102|2018|11781.34658
87686038284818|103|2018|21002.588789
87686038285218|101|2018|19119.803641
87686040085218|101|2018|8973.4673188
87686040090518|101|2018|13571.699716
87686040094618|101|2018|10491.992817
87686040094618|102|2018|17638.124277
87686040609718|101|2018|20647.176221
87686040609718|102|2018|16317.218227
87686040609718|103|2018|31921.198142
87686040622918|101|2018|9823.8118146
87686040622918|102|2018|9564.8761929
87686040663018|101|2018|26855.744344
87686040663018|102|2018|53199.447286
87686040663818|101|2018|15183.158264
87686040663818|102|2018|16673.238479
87686040689118|101|2018|14385.456207
87686040693218|101|2018|58022.104277
87686040816218|101|2018|28052.251269
87686040819718|101|2018|18435.756489
87686040819718|102|2018|16518.459342
87686040830118|101|2018|17511.275108
87686040830118|102|2018|22408.404226
87686040830118|103|2018|39604.192783
87686040848618|101|2018|41165.848562
87686040848618|102|2018|39935.568062
87686040848618|103|2018|23684.553051
87686040870518|101|2018|135601.8875
87686040898818|101|2018|14749.493031
87686040898818|102|2018|11526.141155
87686041525818|101|2018|6385.0731332
87686041529118|101|2018|22560.256899
87686041529118|102|2018|16518.459342
87686041581118|101|2018|14659.309057
87686041584918|101|2018|12700.963613
87686041590318|101|2018|11898.85327
87686041590318|102|2018|12163.864467
87686041811618|101|2018|32187.341757
87686041811618|102|2018|35335.759723
87686041834618|101|2018|10689.042679
87686041834618|102|2018|9419.6807984
87686041834618|103|2018|10689.042679
87686041847718|101|2018|43734.037034
87686041847718|102|2018|48011.899711
87686041867118|101|2018|5975.1072014
87686041867118|102|2018|5865.5214747
87686043844918|101|2018|17453.463739
87686043844918|102|2018|23837.248837
87686043884918|101|2018|8624.3041075
87686043884918|102|2018|9720.1847711
87686043884918|104|2018|23228.078128
87686043887318|101|2018|11004.939628
87686047208618|101|2018|23684.565414
87686047208618|102|2018|22037.193827
87686047219718|101|2018|49327.61418
87686047219718|102|2018|29822.681037
87686047219718|103|2018|42896.263559
87686047219718|104|2018|34475.834164
87686047225818|101|2018|6588.6561677
87686047225818|102|2018|8956.684784
87686047233818|101|2018|8713.0289627
87686047233818|102|2018|9203.1368329
87686047263018|102|2018|18802.658974
87686047263018|103|2018|8678.6422459
87686047263018|104|2018|33564.836694
87686047263018|105|2018|32711.558224
87686047263018|106|2018|32711.558224
87686047263018|107|2018|33564.836694
87686047266018|101|2018|7064.0563663
87686047287318|101|2018|8306.9121004
87686047290518|101|2018|17739.565571
87686047290518|102|2018|25084.909311
87686047290518|103|2018|16179.845005
87686047290518|104|2018|27148.657461
87686049402918|101|2018|12869.093393
87686049402918|102|2018|9422.65848
87686049402918|103|2018|20272.624392
87686049402918|104|2018|18789.347951
87686049448218|101|2018|10084.179216
87686049448218|102|2018|13772.572188
87686050044718|101|2018|4155.3254337
87686050044718|102|2018|8836.6724828
87686050808618|101|2018|9761.1829953
87686050890518|101|2018|12137.579004
87686053355318|101|2018|26444.766361
87686053355318|102|2018|18662.711091
87686053355318|103|2018|19383.474523
87686053355318|104|2018|27148.657461
87686053355318|105|2018|20579.83409
87686053368718|101|2018|14633.816695
87686053368718|102|2018|10182.316877
87686055217718|101|2018|10414.136454
87686055217718|102|2018|10608.704101
87686055229118|101|2018|11696.475383
87686055229118|102|2018|14640.331381
87686055234418|101|2018|16457.915352
87686055234418|102|2018|21220.8951
87686055234818|103|2018|27239.586054
87686055234818|104|2018|23820.174075
87686055247718|101|2018|40630.807615
87686055259618|101|2018|42784.291537
87686055276518|101|2018|12911.537945
87686055276518|102|2018|12868.989241
87686055277718|101|2018|8426.4337188
87686055278718|101|2018|10651.500937
87686055278818|101|2018|41178.73437
87686055285518|101|2018|31248.500175
87686055285518|102|2018|23006.204754
87686055285518|103|2018|25442.483175
87686055285518|104|2018|25465.047854
87686055285518|105|2018|31446.217866
87686055552218|101|2018|6163.0503006
87686055590518|101|2018|9683.7713535
87686059707418|101|2018|6094.4292187
87686059723318|101|2018|19086.047354
87686059723318|102|2018|14078.450112
87686059723318|103|2018|26549.13922
87686059723318|104|2018|29906.668002
87686059752218|101|2018|14492.796499
87686059752218|102|2018|8339.2820356
87686059753818|101|2018|18441.109218
87686059753818|102|2018|16435.768146
87686059753818|103|2018|22715.548295
87686059762118|101|2018|5217.3980726
87686059782018|101|2018|5686.3368728
87686059784918|101|2018|4058.2900289
87686059784918|102|2018|3842.1680785
87686059793318|101|2018|9053.4973772
87686059797118|102|2018|21164.899834
87686059797118|103|2018|36862.247372
87686061052218|101|2018|22615.968877
87686061052218|102|2018|18408.725502
87686061087318|101|2018|18603.200092
87686063303518|101|2018|26782.309866
87686063303518|102|2018|26782.309866
87686063303518|103|2018|35755.476453
87686063303518|104|2018|23386.300535
87686063303518|105|2018|84281.051173
87686063337318|101|2018|25655.323426
87686063337318|103|2018|21134.640796
87686063337318|104|2018|22010.149403
87686063337318|105|2018|21134.640796
87686063363118|101|2018|12137.579004
87686063388718|101|2018|9105.5643747
87686063503518|101|2018|10354.042159
87686063518018|101|2018|7962.949627
87686063544718|101|2018|8789.4656151
87686063559118|101|2018|21918.297726
87686063559118|102|2018|20618.352201
87686063559118|103|2018|20618.352201
87686063559118|104|2018|26159.03717
87686063559118|105|2018|24033.026061
87686063597118|101|2018|15868.902589
87686063597118|102|2018|15481.161702
87686066244718|101|2018|15438.642052
87686066244718|102|2018|15929.898692
87686066244718|103|2018|14124.852206
87686066244718|104|2018|18233.299788
87686066249418|101|2018|14385.216133
87686066249418|102|2018|10532.752747
87686066261318|101|2018|8678.6422459
87686066261918|101|2018|13927.568832
87686066261918|102|2018|13247.460952
87686066261918|103|2018|15173.438551
87686066268918|101|2018|7064.0563663
87686066288218|101|2018|8034.7653631
87686066288218|102|2018|29641.721089
87686066297118|101|2018|15548.671498
87686066297118|102|2018|14162.659049
87686066297118|103|2018|22026.802372
87686066297118|104|2018|20737.437169
87686066297118|105|2018|14086.658224
87686066297118|106|2018|16343.172181
87686068425918|101|2018|21111.259791
87686068444018|101|2018|43309.821059
87686068444018|102|2018|90092.202555
87686068489918|101|2018|31458.437746
87686068859418|101|2018|11648.790983
87686068859418|102|2018|14992.253503
87686068903318|101|2018|14377.291052
87686068903318|102|2018|14113.606095
87686068909218|101|2018|23492.230204
87686068921018|101|2018|12830.608268
87686068933818|101|2018|8234.1437886
87686068945118|101|2018|8290.8137825
87686068945118|102|2018|8537.6327793
87686068967618|101|2018|13772.572188
87686068967618|102|2018|14479.638615
87686068977818|101|2018|10430.014583
87686068977818|102|2018|9585.5673955
87686068985218|101|2018|11170.465518
87686068987318|101|2018|7423.1726915
87686068987318|102|2018|8071.2411051
87686068998818|101|2018|18085.934283
87686068998818|102|2018|20324.654926
87686068998818|103|2018|27719.647039
87686068998818|104|2018|26545.621091
87686072604318|101|2018|10690.042287
87686072663118|101|2018|13232.552177
87686072663118|102|2018|8470.076345
87686072675118|101|2018|7926.9897119
87686075524318|101|2018|22434.354429
87686075524318|102|2018|11243.415243
87686075555318|101|2018|15909.278166
87686075555318|102|2018|11517.777097
87686075555318|103|2018|22329.322358
87686075555318|104|2018|13908.702548
87686075555318|105|2018|14767.155935
87686075555318|106|2018|29691.16236
87686075662118|101|2018|45396.093432
87686075662118|102|2018|17445.820023
87686075662118|103|2018|18403.522486
87686075662118|104|2018|45396.093432
87686075681418|101|2018|24033.026061
87686075681418|102|2018|14280.732145
87686077168918|101|2018|10910.304618
87686078359118|101|2018|15603.719972
87686078359118|102|2018|12964.345833
87686080909218|101|2018|10062.817537
87686080914218|101|2018|11893.815671
87686080914218|102|2018|16724.775421
87686080924318|101|2018|13528.753135
87686080924318|102|2018|9145.4257961
87686080931918|101|2018|8057.0768379
87686080931918|102|2018|11004.036124
87686080931918|104|2018|18789.347951
87686080946718|101|2018|22560.079414
87686080946718|102|2018|12771.090653
87686080946718|103|2018|28520.585117
87686081004318|101|2018|4810.3362583
87686081004318|102|2018|5080.9176679
87686081006118|101|2018|6529.4043145
87686081015818|101|2018|7677.8737669
87686081018918|101|2018|14512.077517
87686081018918|102|2018|26966.978478
87686081019818|101|2018|6305.2473194
87686081019818|102|2018|9358.6127746
87686081061318|101|2018|17367.914683
87686081064618|101|2018|8234.1437886
87686081067618|101|2018|28165.58624
87686081067618|102|2018|46586.729392
87686081067618|103|2018|40512.736235
87686081067618|104|2018|33909.002476
87686081075118|101|2018|7976.9388892
87686081075118|102|2018|5865.5214747
87686081461318|101|2018|17335.717586
87686081615518|101|2018|17681.912796
87686081623318|101|2018|13772.572188
87686081623318|102|2018|12161.985809
87686081624618|101|2018|14612.967435
87686081624618|102|2018|27915.943104
87686081624618|103|2018|31149.921989
87686081624618|104|2018|31847.337664
87686081625518|101|2018|14185.714622
87686081629118|101|2018|10910.304618
87686081632418|101|2018|10078.980537
87686081632418|102|2018|9149.0957599
87686081632418|103|2018|19583.854621
87686081638118|101|2018|19227.7166
87686081638118|102|2018|15378.642039
87686081645118|101|2018|14006.762296
87686081645118|103|2018|25025.406936
87686081645118|104|2018|24141.33284
87686081646618|101|2018|4124.9742679
87686081650518|101|2018|8599.1984625
87686081650518|102|2018|8759.8575645
87686081651018|101|2018|23836.495968
87686081651018|102|2018|27880.278945
87686081651018|103|2018|36386.382919
87686081653718|101|2018|6689.3127089
87686081653718|102|2018|8699.4161045
87686081654518|101|2018|14494.360613
87686081654518|102|2018|20539.7136
87686081654518|103|2018|14868.535728
87686081658518|101|2018|7042.8468637
87686081658518|102|2018|10105.645475
87686081659118|101|2018|8713.0289627
